,DATE,EQUIP,TOWN,SALES,sr_last_year,sr_last_year_same_weekday,weekday,is weekend,is_bankholiday,dist_between_closest_bank_holiday,is_school_holiday
33,2017-02-03,ordinateur,Bordeaux,3735.203554901549,Nan,Nan,friday,False,False,87 days 00:00:00.000000000,False
34,2017-02-04,ordinateur,Bordeaux,2491.8080876379645,Nan,Nan,saturday,True,False,86 days 00:00:00.000000000,False
35,2017-02-05,ordinateur,Bordeaux,3450.423719442316,Nan,Nan,sunday,True,False,85 days 00:00:00.000000000,False
36,2017-02-06,ordinateur,Bordeaux,6839.320030422173,Nan,Nan,monday,False,False,84 days 00:00:00.000000000,False
37,2017-02-07,ordinateur,Bordeaux,1260.3786523539845,Nan,Nan,tuesday,False,False,83 days 00:00:00.000000000,False
38,2017-02-08,ordinateur,Bordeaux,2669.1758991632237,Nan,Nan,wednesday,False,False,82 days 00:00:00.000000000,False
39,2017-02-09,ordinateur,Bordeaux,6880.122156560164,Nan,Nan,thursday,False,False,81 days 00:00:00.000000000,False
40,2017-02-10,ordinateur,Bordeaux,3616.581483959665,Nan,Nan,friday,False,False,80 days 00:00:00.000000000,False
41,2017-02-11,ordinateur,Bordeaux,4334.258547165884,Nan,Nan,saturday,True,False,79 days 00:00:00.000000000,False
42,2017-02-12,ordinateur,Bordeaux,142.9854073594788,Nan,Nan,sunday,True,False,78 days 00:00:00.000000000,False
43,2017-02-13,ordinateur,Bordeaux,2252.567249006861,Nan,Nan,monday,False,False,77 days 00:00:00.000000000,False
44,2017-02-14,ordinateur,Bordeaux,435.79663426861885,Nan,Nan,tuesday,False,False,76 days 00:00:00.000000000,False
45,2017-02-15,ordinateur,Bordeaux,2573.6290632107143,Nan,Nan,wednesday,False,False,75 days 00:00:00.000000000,False
46,2017-02-16,ordinateur,Bordeaux,1713.3015093450906,Nan,Nan,thursday,False,False,74 days 00:00:00.000000000,False
47,2017-02-17,ordinateur,Bordeaux,3444.021005699838,Nan,Nan,friday,False,False,73 days 00:00:00.000000000,False
48,2017-02-18,ordinateur,Bordeaux,10.364601632674374,Nan,Nan,saturday,True,False,72 days 00:00:00.000000000,True
49,2017-02-19,ordinateur,Bordeaux,2927.4094959548042,Nan,Nan,sunday,True,False,71 days 00:00:00.000000000,True
50,2017-02-20,ordinateur,Bordeaux,1765.3479946646733,Nan,Nan,monday,False,False,70 days 00:00:00.000000000,True
51,2017-02-21,ordinateur,Bordeaux,8683.551300115982,Nan,Nan,tuesday,False,False,69 days 00:00:00.000000000,True
52,2017-02-22,ordinateur,Bordeaux,9119.953876457585,Nan,Nan,wednesday,False,False,68 days 00:00:00.000000000,True
53,2017-02-23,ordinateur,Bordeaux,4052.2751504982252,Nan,Nan,thursday,False,False,67 days 00:00:00.000000000,True
54,2017-02-24,ordinateur,Bordeaux,1653.2162028211571,Nan,Nan,friday,False,False,66 days 00:00:00.000000000,True
55,2017-02-25,ordinateur,Bordeaux,3961.740279711344,Nan,Nan,saturday,True,False,65 days 00:00:00.000000000,True
56,2017-02-26,ordinateur,Bordeaux,5341.974832119635,Nan,Nan,sunday,True,False,64 days 00:00:00.000000000,True
57,2017-02-27,ordinateur,Bordeaux,3250.100584254784,Nan,Nan,monday,False,False,63 days 00:00:00.000000000,True
58,2017-02-28,ordinateur,Bordeaux,387.69342035142853,Nan,Nan,tuesday,False,False,62 days 00:00:00.000000000,True
59,2017-03-01,ordinateur,Bordeaux,1734.6091360626012,Nan,Nan,wednesday,False,False,61 days 00:00:00.000000000,True
60,2017-03-02,ordinateur,Bordeaux,8878.803036969462,Nan,Nan,thursday,False,False,60 days 00:00:00.000000000,True
61,2017-03-03,ordinateur,Bordeaux,86.48742502530372,Nan,Nan,friday,False,False,59 days 00:00:00.000000000,True
62,2017-03-04,ordinateur,Bordeaux,408.7818642879623,Nan,Nan,saturday,True,False,58 days 00:00:00.000000000,True
63,2017-03-05,ordinateur,Bordeaux,2985.176181252249,Nan,Nan,sunday,True,False,57 days 00:00:00.000000000,True
64,2017-03-06,ordinateur,Bordeaux,1568.579293160582,Nan,Nan,monday,False,False,56 days 00:00:00.000000000,False
65,2017-03-07,ordinateur,Bordeaux,4495.1613988992885,Nan,Nan,tuesday,False,False,55 days 00:00:00.000000000,False
66,2017-03-08,ordinateur,Bordeaux,6862.857295212845,Nan,Nan,wednesday,False,False,54 days 00:00:00.000000000,False
67,2017-03-09,ordinateur,Bordeaux,3535.101826833173,Nan,Nan,thursday,False,False,53 days 00:00:00.000000000,False
68,2017-03-10,ordinateur,Bordeaux,271.5623539480769,Nan,Nan,friday,False,False,52 days 00:00:00.000000000,False
69,2017-03-11,ordinateur,Bordeaux,4282.295975468881,Nan,Nan,saturday,True,False,51 days 00:00:00.000000000,False
70,2017-03-12,ordinateur,Bordeaux,494.9930149532901,Nan,Nan,sunday,True,False,50 days 00:00:00.000000000,False
71,2017-03-13,ordinateur,Bordeaux,1736.5833974614045,Nan,Nan,monday,False,False,49 days 00:00:00.000000000,False
72,2017-03-14,ordinateur,Bordeaux,901.0709288099248,Nan,Nan,tuesday,False,False,48 days 00:00:00.000000000,False
73,2017-03-15,ordinateur,Bordeaux,3671.3403621457537,Nan,Nan,wednesday,False,False,47 days 00:00:00.000000000,False
74,2017-03-16,ordinateur,Bordeaux,2015.6764689152872,Nan,Nan,thursday,False,False,46 days 00:00:00.000000000,False
75,2017-03-17,ordinateur,Bordeaux,4210.031968398038,Nan,Nan,friday,False,False,45 days 00:00:00.000000000,False
76,2017-03-18,ordinateur,Bordeaux,919.7769868835127,Nan,Nan,saturday,True,False,44 days 00:00:00.000000000,False
77,2017-03-19,ordinateur,Bordeaux,5193.114875288198,Nan,Nan,sunday,True,False,43 days 00:00:00.000000000,False
78,2017-03-20,ordinateur,Bordeaux,2387.9640422343205,Nan,Nan,monday,False,False,42 days 00:00:00.000000000,False
79,2017-03-21,ordinateur,Bordeaux,248.90374390967568,Nan,Nan,tuesday,False,False,41 days 00:00:00.000000000,False
80,2017-03-22,ordinateur,Bordeaux,770.6579593477328,Nan,Nan,wednesday,False,False,40 days 00:00:00.000000000,False
81,2017-03-23,ordinateur,Bordeaux,3870.9378420623602,Nan,Nan,thursday,False,False,39 days 00:00:00.000000000,False
82,2017-03-24,ordinateur,Bordeaux,1201.9810868658105,Nan,Nan,friday,False,False,38 days 00:00:00.000000000,False
83,2017-03-25,ordinateur,Bordeaux,8584.735629864888,Nan,Nan,saturday,True,False,37 days 00:00:00.000000000,False
84,2017-03-26,ordinateur,Bordeaux,4159.530809857381,Nan,Nan,sunday,True,False,36 days 00:00:00.000000000,False
85,2017-03-27,ordinateur,Bordeaux,3017.239434739606,Nan,Nan,monday,False,False,35 days 00:00:00.000000000,False
86,2017-03-28,ordinateur,Bordeaux,1469.0177275804685,Nan,Nan,tuesday,False,False,34 days 00:00:00.000000000,False
87,2017-03-29,ordinateur,Bordeaux,1595.0377259594472,Nan,Nan,wednesday,False,False,33 days 00:00:00.000000000,False
88,2017-03-30,ordinateur,Bordeaux,1102.7227282574925,Nan,Nan,thursday,False,False,32 days 00:00:00.000000000,False
89,2017-03-31,ordinateur,Bordeaux,140.5503272432004,Nan,Nan,friday,False,False,31 days 00:00:00.000000000,False
90,2017-04-01,ordinateur,Bordeaux,2271.252591695856,Nan,Nan,saturday,True,False,30 days 00:00:00.000000000,False
91,2017-04-02,ordinateur,Bordeaux,4974.28100464164,Nan,Nan,sunday,True,False,29 days 00:00:00.000000000,False
92,2017-04-03,ordinateur,Bordeaux,5982.48034808196,Nan,Nan,monday,False,False,28 days 00:00:00.000000000,False
93,2017-04-04,ordinateur,Bordeaux,2762.5682953731184,Nan,Nan,tuesday,False,False,27 days 00:00:00.000000000,False
94,2017-04-05,ordinateur,Bordeaux,579.9868737856825,Nan,Nan,wednesday,False,False,26 days 00:00:00.000000000,False
95,2017-04-06,ordinateur,Bordeaux,5162.028546078121,Nan,Nan,thursday,False,False,25 days 00:00:00.000000000,False
96,2017-04-07,ordinateur,Bordeaux,304.98188752050584,Nan,Nan,friday,False,False,24 days 00:00:00.000000000,False
97,2017-04-08,ordinateur,Bordeaux,478.0428474613334,Nan,Nan,saturday,True,False,23 days 00:00:00.000000000,False
98,2017-04-09,ordinateur,Bordeaux,5264.345654293075,Nan,Nan,sunday,True,False,22 days 00:00:00.000000000,False
99,2017-04-10,ordinateur,Bordeaux,2017.774587722209,Nan,Nan,monday,False,False,21 days 00:00:00.000000000,False
100,2017-04-11,ordinateur,Bordeaux,97.41687664851193,Nan,Nan,tuesday,False,False,20 days 00:00:00.000000000,False
101,2017-04-12,ordinateur,Bordeaux,3992.309248165105,Nan,Nan,wednesday,False,False,19 days 00:00:00.000000000,False
102,2017-04-13,ordinateur,Bordeaux,221.61327680102838,Nan,Nan,thursday,False,False,18 days 00:00:00.000000000,False
103,2017-04-14,ordinateur,Bordeaux,596.0431042670352,Nan,Nan,friday,False,False,17 days 00:00:00.000000000,False
104,2017-04-15,ordinateur,Bordeaux,357.0648241732943,Nan,Nan,saturday,True,False,16 days 00:00:00.000000000,True
105,2017-04-16,ordinateur,Bordeaux,6166.801030048729,Nan,Nan,sunday,True,False,15 days 00:00:00.000000000,True
106,2017-04-17,ordinateur,Bordeaux,753.8223816848982,Nan,Nan,monday,False,True,14 days 00:00:00.000000000,True
107,2017-04-18,ordinateur,Bordeaux,5221.2869260797825,Nan,Nan,tuesday,False,False,13 days 00:00:00.000000000,True
108,2017-04-19,ordinateur,Bordeaux,5184.9105305777475,Nan,Nan,wednesday,False,False,12 days 00:00:00.000000000,True
109,2017-04-20,ordinateur,Bordeaux,9493.48709759683,Nan,Nan,thursday,False,False,11 days 00:00:00.000000000,True
110,2017-04-21,ordinateur,Bordeaux,2641.3944195855033,Nan,Nan,friday,False,False,10 days 00:00:00.000000000,True
111,2017-04-22,ordinateur,Bordeaux,2744.768385023648,Nan,Nan,saturday,True,False,9 days 00:00:00.000000000,True
112,2017-04-23,ordinateur,Bordeaux,3567.070974819032,Nan,Nan,sunday,True,False,8 days 00:00:00.000000000,True
113,2017-04-24,ordinateur,Bordeaux,1904.6987287966215,Nan,Nan,monday,False,False,7 days 00:00:00.000000000,True
114,2017-04-25,ordinateur,Bordeaux,1313.468424068375,Nan,Nan,tuesday,False,False,6 days 00:00:00.000000000,True
115,2017-04-26,ordinateur,Bordeaux,2596.2526743752755,Nan,Nan,wednesday,False,False,5 days 00:00:00.000000000,True
116,2017-04-27,ordinateur,Bordeaux,800.6690841402742,Nan,Nan,thursday,False,False,4 days 00:00:00.000000000,True
117,2017-04-28,ordinateur,Bordeaux,279.13435367729113,Nan,Nan,friday,False,False,3 days 00:00:00.000000000,True
118,2017-04-29,ordinateur,Bordeaux,1555.4322499794175,Nan,Nan,saturday,True,False,2 days 00:00:00.000000000,True
119,2017-04-30,ordinateur,Bordeaux,1798.597647213309,Nan,Nan,sunday,True,False,1 days 00:00:00.000000000,True
120,2017-05-01,ordinateur,Bordeaux,2433.0848942888124,Nan,Nan,monday,False,True,7 days 00:00:00.000000000,True
121,2017-05-02,ordinateur,Bordeaux,2935.17343659406,Nan,Nan,tuesday,False,False,6 days 00:00:00.000000000,False
122,2017-05-03,ordinateur,Bordeaux,3231.244707025509,Nan,Nan,wednesday,False,False,5 days 00:00:00.000000000,False
123,2017-05-04,ordinateur,Bordeaux,3591.485903381004,Nan,Nan,thursday,False,False,4 days 00:00:00.000000000,False
124,2017-05-05,ordinateur,Bordeaux,1628.6842496042498,Nan,Nan,friday,False,False,3 days 00:00:00.000000000,False
125,2017-05-06,ordinateur,Bordeaux,3558.5667457239274,Nan,Nan,saturday,True,False,2 days 00:00:00.000000000,False
126,2017-05-07,ordinateur,Bordeaux,1279.4282947624754,Nan,Nan,sunday,True,False,1 days 00:00:00.000000000,False
127,2017-05-08,ordinateur,Bordeaux,2813.4595070125183,Nan,Nan,monday,False,True,67 days 00:00:00.000000000,False
128,2017-05-09,ordinateur,Bordeaux,143.89358317903785,Nan,Nan,tuesday,False,False,66 days 00:00:00.000000000,False
129,2017-05-10,ordinateur,Bordeaux,2230.632098805605,Nan,Nan,wednesday,False,False,65 days 00:00:00.000000000,False
130,2017-05-11,ordinateur,Bordeaux,3624.887139074137,Nan,Nan,thursday,False,False,64 days 00:00:00.000000000,False
131,2017-05-12,ordinateur,Bordeaux,204.94725369500344,Nan,Nan,friday,False,False,63 days 00:00:00.000000000,False
132,2017-05-13,ordinateur,Bordeaux,269.20147235629446,Nan,Nan,saturday,True,False,62 days 00:00:00.000000000,False
133,2017-05-14,ordinateur,Bordeaux,3833.6621650501006,Nan,Nan,sunday,True,False,61 days 00:00:00.000000000,False
134,2017-05-15,ordinateur,Bordeaux,4402.670038282453,Nan,Nan,monday,False,False,60 days 00:00:00.000000000,False
135,2017-05-16,ordinateur,Bordeaux,7197.711805051024,Nan,Nan,tuesday,False,False,59 days 00:00:00.000000000,False
136,2017-05-17,ordinateur,Bordeaux,4303.8098038759135,Nan,Nan,wednesday,False,False,58 days 00:00:00.000000000,False
137,2017-05-18,ordinateur,Bordeaux,3164.140937213463,Nan,Nan,thursday,False,False,57 days 00:00:00.000000000,False
138,2017-05-19,ordinateur,Bordeaux,1617.8585727749505,Nan,Nan,friday,False,False,56 days 00:00:00.000000000,False
139,2017-05-20,ordinateur,Bordeaux,1362.829592491171,Nan,Nan,saturday,True,False,55 days 00:00:00.000000000,False
140,2017-05-21,ordinateur,Bordeaux,5281.400176214296,Nan,Nan,sunday,True,False,54 days 00:00:00.000000000,False
141,2017-05-22,ordinateur,Bordeaux,5400.876379858247,Nan,Nan,monday,False,False,53 days 00:00:00.000000000,False
142,2017-05-23,ordinateur,Bordeaux,101.88440430254063,Nan,Nan,tuesday,False,False,52 days 00:00:00.000000000,False
143,2017-05-24,ordinateur,Bordeaux,8540.188327541826,Nan,Nan,wednesday,False,False,51 days 00:00:00.000000000,False
144,2017-05-25,ordinateur,Bordeaux,5614.233307364218,Nan,Nan,thursday,False,True,50 days 00:00:00.000000000,False
145,2017-05-26,ordinateur,Bordeaux,6126.681729953721,Nan,Nan,friday,False,False,49 days 00:00:00.000000000,False
146,2017-05-27,ordinateur,Bordeaux,2534.462569952784,Nan,Nan,saturday,True,False,48 days 00:00:00.000000000,False
147,2017-05-28,ordinateur,Bordeaux,2755.7385761200926,Nan,Nan,sunday,True,False,47 days 00:00:00.000000000,False
148,2017-05-29,ordinateur,Bordeaux,2902.5314782801915,Nan,Nan,monday,False,False,46 days 00:00:00.000000000,False
149,2017-05-30,ordinateur,Bordeaux,6266.808276365554,Nan,Nan,tuesday,False,False,45 days 00:00:00.000000000,False
150,2017-05-31,ordinateur,Bordeaux,1731.3126919828878,Nan,Nan,wednesday,False,False,44 days 00:00:00.000000000,False
151,2017-06-01,ordinateur,Bordeaux,518.5595322828005,Nan,Nan,thursday,False,False,43 days 00:00:00.000000000,False
152,2017-06-02,ordinateur,Bordeaux,435.9760716707583,Nan,Nan,friday,False,False,42 days 00:00:00.000000000,False
153,2017-06-03,ordinateur,Bordeaux,1815.6545798049087,Nan,Nan,saturday,True,False,41 days 00:00:00.000000000,False
154,2017-06-04,ordinateur,Bordeaux,3669.001546390728,Nan,Nan,sunday,True,False,40 days 00:00:00.000000000,False
155,2017-06-05,ordinateur,Bordeaux,3929.729938371996,Nan,Nan,monday,False,True,39 days 00:00:00.000000000,False
156,2017-06-06,ordinateur,Bordeaux,353.23700260304764,Nan,Nan,tuesday,False,False,38 days 00:00:00.000000000,False
157,2017-06-07,ordinateur,Bordeaux,4230.191912218564,Nan,Nan,wednesday,False,False,37 days 00:00:00.000000000,False
158,2017-06-08,ordinateur,Bordeaux,2928.89035818148,Nan,Nan,thursday,False,False,36 days 00:00:00.000000000,False
159,2017-06-09,ordinateur,Bordeaux,4307.472745889802,Nan,Nan,friday,False,False,35 days 00:00:00.000000000,False
160,2017-06-10,ordinateur,Bordeaux,2421.2647476296993,Nan,Nan,saturday,True,False,34 days 00:00:00.000000000,False
161,2017-06-11,ordinateur,Bordeaux,3626.615861033824,Nan,Nan,sunday,True,False,33 days 00:00:00.000000000,False
162,2017-06-12,ordinateur,Bordeaux,2597.227670108669,Nan,Nan,monday,False,False,32 days 00:00:00.000000000,False
163,2017-06-13,ordinateur,Bordeaux,2529.476586252856,Nan,Nan,tuesday,False,False,31 days 00:00:00.000000000,False
164,2017-06-14,ordinateur,Bordeaux,905.5476938814965,Nan,Nan,wednesday,False,False,30 days 00:00:00.000000000,False
165,2017-06-15,ordinateur,Bordeaux,5875.725549352746,Nan,Nan,thursday,False,False,29 days 00:00:00.000000000,False
166,2017-06-16,ordinateur,Bordeaux,4080.778298850934,Nan,Nan,friday,False,False,28 days 00:00:00.000000000,False
167,2017-06-17,ordinateur,Bordeaux,1291.921068629203,Nan,Nan,saturday,True,False,27 days 00:00:00.000000000,False
168,2017-06-18,ordinateur,Bordeaux,1474.449963255718,Nan,Nan,sunday,True,False,26 days 00:00:00.000000000,False
169,2017-06-19,ordinateur,Bordeaux,229.28840068392188,Nan,Nan,monday,False,False,25 days 00:00:00.000000000,False
170,2017-06-20,ordinateur,Bordeaux,345.5966924523453,Nan,Nan,tuesday,False,False,24 days 00:00:00.000000000,False
171,2017-06-21,ordinateur,Bordeaux,130.83084505360168,Nan,Nan,wednesday,False,False,23 days 00:00:00.000000000,False
172,2017-06-22,ordinateur,Bordeaux,3440.890758093865,Nan,Nan,thursday,False,False,22 days 00:00:00.000000000,False
173,2017-06-23,ordinateur,Bordeaux,4351.258106694962,Nan,Nan,friday,False,False,21 days 00:00:00.000000000,False
174,2017-06-24,ordinateur,Bordeaux,3784.830819818973,Nan,Nan,saturday,True,False,20 days 00:00:00.000000000,False
175,2017-06-25,ordinateur,Bordeaux,1330.0830720949402,Nan,Nan,sunday,True,False,19 days 00:00:00.000000000,False
176,2017-06-26,ordinateur,Bordeaux,626.6743473440152,Nan,Nan,monday,False,False,18 days 00:00:00.000000000,False
177,2017-06-27,ordinateur,Bordeaux,2536.640743024991,Nan,Nan,tuesday,False,False,17 days 00:00:00.000000000,False
178,2017-06-28,ordinateur,Bordeaux,5497.1472610555165,Nan,Nan,wednesday,False,False,16 days 00:00:00.000000000,False
179,2017-06-29,ordinateur,Bordeaux,7033.427939508081,Nan,Nan,thursday,False,False,15 days 00:00:00.000000000,False
180,2017-06-30,ordinateur,Bordeaux,4770.305156472664,Nan,Nan,friday,False,False,14 days 00:00:00.000000000,False
181,2017-07-01,ordinateur,Bordeaux,5471.796253346416,Nan,Nan,saturday,True,False,13 days 00:00:00.000000000,False
182,2017-07-02,ordinateur,Bordeaux,5343.883583401981,Nan,Nan,sunday,True,False,12 days 00:00:00.000000000,False
183,2017-07-03,ordinateur,Bordeaux,920.0614042534658,Nan,Nan,monday,False,False,11 days 00:00:00.000000000,False
184,2017-07-04,ordinateur,Bordeaux,931.1224871309703,Nan,Nan,tuesday,False,False,10 days 00:00:00.000000000,False
185,2017-07-05,ordinateur,Bordeaux,4983.168301239351,Nan,Nan,wednesday,False,False,9 days 00:00:00.000000000,False
186,2017-07-06,ordinateur,Bordeaux,2260.3225440243837,Nan,Nan,thursday,False,False,8 days 00:00:00.000000000,False
187,2017-07-07,ordinateur,Bordeaux,2350.420917624715,Nan,Nan,friday,False,False,7 days 00:00:00.000000000,False
188,2017-07-08,ordinateur,Bordeaux,10575.089048964634,Nan,Nan,saturday,True,False,6 days 00:00:00.000000000,True
189,2017-07-09,ordinateur,Bordeaux,3632.9888349287694,Nan,Nan,sunday,True,False,5 days 00:00:00.000000000,True
190,2017-07-10,ordinateur,Bordeaux,2655.142061484972,Nan,Nan,monday,False,False,4 days 00:00:00.000000000,True
191,2017-07-11,ordinateur,Bordeaux,3300.582230864187,Nan,Nan,tuesday,False,False,3 days 00:00:00.000000000,True
192,2017-07-12,ordinateur,Bordeaux,5916.592689707263,Nan,Nan,wednesday,False,False,2 days 00:00:00.000000000,True
193,2017-07-13,ordinateur,Bordeaux,6082.941724591111,Nan,Nan,thursday,False,False,1 days 00:00:00.000000000,True
194,2017-07-14,ordinateur,Bordeaux,3997.4004773083752,Nan,Nan,friday,False,True,32 days 00:00:00.000000000,True
195,2017-07-15,ordinateur,Bordeaux,4783.98117447536,Nan,Nan,saturday,True,False,31 days 00:00:00.000000000,True
196,2017-07-16,ordinateur,Bordeaux,4513.024550495446,Nan,Nan,sunday,True,False,30 days 00:00:00.000000000,True
197,2017-07-17,ordinateur,Bordeaux,467.3000390782173,Nan,Nan,monday,False,False,29 days 00:00:00.000000000,True
198,2017-07-18,ordinateur,Bordeaux,8494.536675362117,Nan,Nan,tuesday,False,False,28 days 00:00:00.000000000,True
199,2017-07-19,ordinateur,Bordeaux,2152.961677908163,Nan,Nan,wednesday,False,False,27 days 00:00:00.000000000,True
200,2017-07-20,ordinateur,Bordeaux,3464.953638267261,Nan,Nan,thursday,False,False,26 days 00:00:00.000000000,True
201,2017-07-21,ordinateur,Bordeaux,1203.3082052152988,Nan,Nan,friday,False,False,25 days 00:00:00.000000000,True
202,2017-07-22,ordinateur,Bordeaux,3864.35795200816,Nan,Nan,saturday,True,False,24 days 00:00:00.000000000,True
203,2017-07-23,ordinateur,Bordeaux,315.2646353996832,Nan,Nan,sunday,True,False,23 days 00:00:00.000000000,True
204,2017-07-24,ordinateur,Bordeaux,5299.816699760215,Nan,Nan,monday,False,False,22 days 00:00:00.000000000,True
205,2017-07-25,ordinateur,Bordeaux,1889.1391732630407,Nan,Nan,tuesday,False,False,21 days 00:00:00.000000000,True
206,2017-07-26,ordinateur,Bordeaux,3538.0723409128113,Nan,Nan,wednesday,False,False,20 days 00:00:00.000000000,True
207,2017-07-27,ordinateur,Bordeaux,2062.951302877289,Nan,Nan,thursday,False,False,19 days 00:00:00.000000000,True
208,2017-07-28,ordinateur,Bordeaux,2812.149911551905,Nan,Nan,friday,False,False,18 days 00:00:00.000000000,True
209,2017-07-29,ordinateur,Bordeaux,513.1330938899981,Nan,Nan,saturday,True,False,17 days 00:00:00.000000000,True
210,2017-07-30,ordinateur,Bordeaux,5435.9467215558425,Nan,Nan,sunday,True,False,16 days 00:00:00.000000000,True
211,2017-07-31,ordinateur,Bordeaux,1082.4166632831927,Nan,Nan,monday,False,False,15 days 00:00:00.000000000,True
212,2017-08-01,ordinateur,Bordeaux,563.3371339078941,Nan,Nan,tuesday,False,False,14 days 00:00:00.000000000,True
213,2017-08-02,ordinateur,Bordeaux,1795.7877271193365,Nan,Nan,wednesday,False,False,13 days 00:00:00.000000000,True
214,2017-08-03,ordinateur,Bordeaux,1744.0524273617707,Nan,Nan,thursday,False,False,12 days 00:00:00.000000000,True
215,2017-08-04,ordinateur,Bordeaux,2275.5896179038723,Nan,Nan,friday,False,False,11 days 00:00:00.000000000,True
216,2017-08-05,ordinateur,Bordeaux,918.8840348858827,Nan,Nan,saturday,True,False,10 days 00:00:00.000000000,True
217,2017-08-06,ordinateur,Bordeaux,4593.459595353236,Nan,Nan,sunday,True,False,9 days 00:00:00.000000000,True
218,2017-08-07,ordinateur,Bordeaux,157.15606471395995,Nan,Nan,monday,False,False,8 days 00:00:00.000000000,True
219,2017-08-08,ordinateur,Bordeaux,1815.4527891907376,Nan,Nan,tuesday,False,False,7 days 00:00:00.000000000,True
220,2017-08-09,ordinateur,Bordeaux,3411.257089881547,Nan,Nan,wednesday,False,False,6 days 00:00:00.000000000,True
221,2017-08-10,ordinateur,Bordeaux,65.12714958721685,Nan,Nan,thursday,False,False,5 days 00:00:00.000000000,True
